,,,,,,,,,Normalized abundance,,,,,,Raw abundance,,,,,,Spectral counts,,,,,
,,,,,,,,,Condition 1,,,Condition 2,,,Condition 1,,,Condition 2,,,Condition 1,,,Condition 2,,
Accession,Peptide count,Peptides used for quantitation,Confidence score,Anova (p)*,Max fold change,Highest mean condition,Lowest mean condition,Description,A11-05217,A11-05218,A11-05219,A11-05221,A11-05222,A11-05223,A11-05217,A11-05218,A11-05219,A11-05221,A11-05222,A11-05223,A11-05217,A11-05218,A11-05219,A11-05221,A11-05222,A11-05223
Q7CQD0|Q7CQD0_SALTY,2,1,91.61,0.454848709,7.580379924,Condition 2,Condition 1,"DNA polymerase III, theta subunit OS=Salmonella typhimurium GN=holE",1261.934173,1079.079679,1158.732088,1166.263305,24554.77626,808.364297,1707.595894,1357.54621,912.5798825,1166.263305,17550.50811,733.2174183,0,0,0,0,1,0
Q7CR62|REVERSE_SYP_SALTY-R,6,2,23.23,0.03638821,6.547912939,Condition 1,Condition 2,Prolyl-tRNA synthetase OS=Salmonella typhimurium GN=proS,129887.8791,243700.7996,439380.5577,53868.6921,11285.01203,59003.29735,175758.7787,306590.0538,346041.9039,53868.6921,8065.953978,53518.25348,1,1,2,0,0,1
Q8ZKP2|Q8ZKP2_SALTY,2,1,14.82,0.005797855,5.774127888,Condition 1,Condition 2,Glycerol diffusion MIP channel OS=Salmonella typhimurium GN=glpF,15657.25683,15865.06888,8541.562528,2098.190062,3446.085825,1394.241758,21186.73703,19959.19722,6727.058145,2098.190062,2463.087287,1264.630744,0,1,0,0,0,0
O84949|O84949_SALTY,3,1,64.85,0.479152618,5.308207006,Condition 2,Condition 1,SseE (Secretion system effector) OS=Salmonella typhimurium GN=sseE,6359.183234,3801.539992,4598.260207,3652.496759,70467.61281,4223.629697,8604.977512,4782.562686,3621.440887,3652.496759,50366.67397,3830.994112,0,0,0,0,1,0
Q7CPP9|GLMM_SALTY,13,5,199.2,0.383478948,4.911995172,Condition 2,Condition 1,Phosphoglucosamine mutase OS=Salmonella typhimurium GN=glmM,95522.28849,68896.18042,69798.15525,91004.38548,994929.4443,64537.09736,129256.7165,86675.4795,54970.76761,91004.38548,711125.0821,58537.62231,3,1,2,1,3,1
Q8ZPX7|Q8ZPX7_SALTY,3,2,258.19,0.059054294,4.823118993,Condition 1,Condition 2,Putative cytoplasmic protein OS=Salmonella typhimurium GN=STM1267,543541.0939,389937.0968,569084.0989,148768.1664,16402.44616,146362.711,735496.7954,490563.9854,448192.2143,148768.1664,11723.63622,132756.5919,2,2,2,1,0,1
Q8ZN19|PDXJ_SALTY,12,6,535.88,0.352948325,4.731655374,Condition 2,Condition 1,Pyridoxine 5'-phosphate synthase OS=Salmonella typhimurium GN=pdxJ,1579105.444,1795652.312,2042992.686,1895152.167,21879293.04,1860482.783,2136778.629,2259037.065,1608994.905,1895152.167,15638208.47,1687529.234,5,5,4,6,9,5
P65817|HTPX_SALTY,3,3,72.86,0.256624756,4.587221878,Condition 2,Condition 1,Probable protease htpX OS=Salmonella typhimurium GN=htpX,30073.99349,25764.42396,28874.10073,29977.85226,315366.0521,43251.21236,40694.85469,32413.1728,22740.30704,29977.85226,225407.6518,39230.5083,0,0,0,1,2,0
P0A1R8|DBHB_SALTY,6,4,489.38,0.197643679,4.311776438,Condition 2,Condition 1,DNA-binding protein HU-beta OS=Salmonella typhimurium GN=hupB,592086.7533,521627.6874,741798.505,863900.3185,6234398.944,902257.7377,801186.7262,656238.5556,584216.4895,863900.3185,4456032.02,818382.3698,3,3,3,4,5,3
Q8ZLN4|Q8ZLN4_SALTY,14,2,85.82,0.033649987,4.192507111,Condition 2,Condition 1,RND family multidrug transport protein OS=Salmonella typhimurium GN=acrF,74738.74738,66592.68562,88707.73447,402259.3878,125719.2081,436462.2494,101133.3086,83777.54648,69863.34008,402259.3878,89857.71075,395887.9986,1,1,1,2,1,2
Q93IN1|BCSB_SALTY,19,3,126.46,0.000111693,4.183195336,Condition 1,Condition 2,Cyclic di-GMP-binding protein OS=Salmonella typhimurium GN=bcsB,682336.3243,718545.5925,920119.7684,180317.6629,191760.9189,182760.8409,923308.6247,903972.9546,724656.544,180317.6629,137060.9745,165771.0916,2,2,2,1,2,1
P0A2M9|VRP3_SALTY,3,2,67.97,0.107271981,3.756702553,Condition 1,Condition 2,27.5 kDa virulence protein OS=Salmonella typhimurium GN=mkaD,95775.16776,49262.90937,49365.40618,31853.53125,2168.223495,17726.6817,129598.902,61975.66055,38878.59588,31853.53125,1549.736134,16078.78012,2,1,0,0,0,0
Q7CPQ8|GARL_SALTY,4,1,56.46,0.002564308,3.693130156,Condition 1,Condition 2,5-keto-4-deoxy-D-glucarate aldolase OS=Salmonella typhimurium GN=garL,5712.934392,7956.909158,5009.357871,1609.538193,1323.009134,2125.276425,7730.500939,10010.26345,3945.208099,1609.538193,945.6197968,1927.707222,0,1,1,0,0,0
Q8ZJV7|DEOD_SALTY,8,2,71.31,0.258332665,3.647914754,Condition 2,Condition 1,Purine nucleoside phosphorylase deoD-type OS=Salmonella typhimurium GN=deoD,1916.285028,3130.42002,1095.426076,2266.681456,17338.72198,2800.567306,2593.035767,3938.253973,862.7221172,2266.681456,12392.83867,2540.221949,1,1,0,0,1,0
Q7CPS3|Q7CPS3_SALTY,8,5,339.93,0.113617956,3.642498341,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=ygiN,198643.7244,121346.5411,136895.2639,263637.462,1147646.827,252920.4934,268796.2775,152661.1427,107814.2783,263637.462,820279.7183,229408.587,2,1,1,2,4,2
Q8ZLC2|Q8ZLC2_SALTY,11,1,62.99,0.228428595,3.606029489,Condition 1,Condition 2,Putative inner membrane protein OS=Salmonella typhimurium GN=yhjG,23487.38455,17757.78129,13886.25959,8979.725303,16.40336118,6292.549811,31782.13434,22340.34163,10936.36854,8979.725303,11.72429023,5707.583999,1,1,0,0,0,0
Q7CQY2|Q7CQY2_SALTY,5,2,108.7,0.448469401,3.579501994,Condition 2,Condition 1,"LexA regulated, putative SOS response OS=Salmonella typhimurium GN=ybfE",22116.81105,26907.09814,22779.45545,21783.79894,214787.629,20448.85894,29927.53231,33850.72465,17940.36171,21783.79894,153519.2984,18547.89927,0,0,1,0,1,0
P26265|CN16_SALTY,15,4,326.19,0.056773691,3.523100037,Condition 1,Condition 2,"2',3'-cyclic-nucleotide 2'-phosphodiesterase OS=Salmonella typhimurium GN=cpdB",193438.0028,146143.444,142370.4764,60571.58173,11929.62213,64296.47946,261752.1154,183857.1168,112126.3784,60571.58173,8526.688568,58319.37265,4,4,3,1,0,0
Q7CPW1|RRMT_SALTY,8,3,67.44,0.31074415,3.511468162,Condition 2,Condition 1,Putative RNA 2'-O-ribose methyltransferase ygdE OS=Salmonella typhimurium GN=ygdE,129068.0957,115521.4966,115628.4551,153142.6715,994135.3544,117616.1787,174649.4825,145332.8915,91065.22817,153142.6715,710557.507,106682.3847,1,2,1,1,1,1
Q7CPT7|Q7CPT7_SALTY,7,3,185.82,0.000201912,3.428604468,Condition 1,Condition 2,Periplasmic L-asparaginase II OS=Salmonella typhimurium GN=ansB,160656.7494,156775.4816,191211.5248,49746.20028,43260.5457,55346.2532,217393.9112,197232.8504,150592.0072,49746.20028,30920.44294,50201.17418,1,2,2,0,0,0
Q8ZR17|Q8ZR17_SALTY,9,5,202.68,0.017456666,3.395801374,Condition 1,Condition 2,Putative dehydrogenase OS=Salmonella typhimurium GN=ybdR,197861.6455,142268.0682,158155.8035,76082.52707,25000.65403,45652.58531,267738.0014,178981.6642,124558.3911,76082.52707,17869.19892,41408.64566,4,3,0,0,0,0
Q8ZP93|Q8ZP93_SALTY,2,1,26.84,0.189453229,3.355826272,Condition 2,Condition 1,Putative periplasmic protein OS=Salmonella typhimurium GN=ydbL,21228.40625,10795.28787,6426.483111,18056.51177,92511.33853,18464.26463,28725.38055,13581.11215,5061.290064,18056.51177,66122.41058,16747.79613,1,0,0,0,1,1
Q8ZPQ1|SUFE_SALTY,4,3,160.16,0.192842818,3.329733152,Condition 2,Condition 1,Cysteine desulfuration protein sufE OS=Salmonella typhimurium GN=sufE,64417.29413,43894.08304,41326.85631,70292.62746,360943.9887,67018.77062,87166.75506,55221.35873,32547.69422,70292.62746,257984.4481,60788.59513,1,1,1,1,3,2
P0A2N2|VSDE_SALTY,7,4,260.54,0.024621509,3.326274292,Condition 1,Condition 2,Virulence protein vsdE OS=Salmonella typhimurium GN=vsdE,208363.9217,112718.2201,152828.1895,70164.1022,24154.45852,48156.25939,281949.237,141806.2034,120362.5348,70164.1022,17264.38131,43679.57406,4,3,2,0,0,0
Q8ZKJ7|REVERSE_Q8ZKJ7_SALTY-R,4,1,35.17,0.040285134,3.276511272,Condition 1,Condition 2,Putative cytoplasmic protein OS=Salmonella typhimurium GN=STM4208,63202.37945,33463.02753,25135.35274,10278.56307,19676.51263,7218.841805,85522.78395,42098.47249,19795.79015,10278.56307,14063.77281,6547.766361,1,0,1,0,0,0
Q8ZN74|Q8ZN74_SALTY,7,2,56.26,0.282785629,3.251763345,Condition 2,Condition 1,Putative acetyltransferase OS=Salmonella typhimurium GN=ypfI,23802.62901,16093.9636,11827.7963,24867.81909,126875.4146,16452.23824,32208.7098,20247.16034,9315.189485,24867.81909,90684.10843,14922.81103,1,1,0,1,2,1
Q8ZL46|SLMA_SALTY,6,1,56.46,0.097015325,3.235474946,Condition 2,Condition 1,HTH-type protein slmA OS=Salmonella typhimurium GN=slmA,118555.6858,62735.63471,51335.62671,164786.0222,470950.0955,116922.5419,160424.5345,78925.14777,40430.27779,164786.0222,336611.2313,106053.2295,1,0,0,1,1,0
Q8ZN46|Q8ZN46_SALTY,12,3,83.71,0.20912009,3.226878116,Condition 2,Condition 1,Putative inner membrane lipoprotein OS=Salmonella typhimurium GN=STM2532,15863.63923,21548.79296,28210.43925,28929.4473,153630.2831,29197.27733,21466.00495,27109.65907,22217.62874,28929.4473,109807.1309,26483.05026,0,0,1,1,2,0
Q8ZMA4|REVERSE_AAS_SALTY-R,9,3,70.5,0.028222222,3.111779027,Condition 2,Condition 1,Bifunctional protein aas OS=Salmonella typhimurium GN=aas,37835.03539,31145.77223,27701.93481,70369.45063,165292.6531,65193.22649,51196.768,39183.22795,21817.14711,70369.45063,118142.8012,59132.75659,0,0,0,0,2,1
Q8ZL72|Q8ZL72_SALTY,3,3,124.47,2.62E-05,3.089695909,Condition 1,Condition 2,Aldehyde dehydrogenase B OS=Salmonella typhimurium GN=aldB,116827.4209,126284.4264,133446.1928,43338.2763,38575.39954,39961.76146,158085.9197,158873.2952,105097.9016,43338.2763,27571.7382,36246.85018,2,3,3,0,0,0
P23905|DGAL_SALTY,19,11,603.71,0.001702003,3.028173143,Condition 1,Condition 2,D-galactose-binding periplasmic protein OS=Salmonella typhimurium GN=mglB,1197376.371,1060018.596,1222648.88,452444.4509,283162.4722,413615.292,1620239.01,1333566.237,962918.6787,452444.4509,202390.1669,375164.9321,8,8,8,5,3,5
Q8ZLQ6|NANA_SALTY,6,1,70.75,0.000886136,2.966255036,Condition 1,Condition 2,N-acetylneuraminate lyase OS=Salmonella typhimurium GN=nanA,43873.95606,48664.22227,53068.06033,20130.02447,14190.06904,14767.47208,59368.37976,61222.47668,41794.68643,20130.02447,10142.34132,13394.66351,1,0,0,0,0,0
Q8ZK33|ARCA_SALTY,6,4,107.18,0.000613948,2.950966645,Condition 1,Condition 2,Arginine deiminase OS=Salmonella typhimurium GN=arcA,124180.2232,138796.8016,125786.6587,53299.37993,37388.51762,41053.23348,168035.4204,174614.605,99065.5005,53299.37993,26723.41523,37236.85716,2,4,0,1,1,0
Q0IIN1|Q0IIN1_CON-HUMAN,8,2,99.16,0.165774812,2.859501914,Condition 2,Condition 1,Keratin 77 OS=Homo sapiens GN=KRT77 PE=1 SV=1,141630.6543,116830.5647,117779.2888,185096.9307,725319.3837,165444.1378,191648.6049,146979.7768,92759.15516,185096.9307,518421.4914,150064.1778,0,0,1,1,1,0
P0A9Y9|CSPC_SALTY,5,4,377.33,0.238144692,2.819919625,Condition 2,Condition 1,Cold shock-like protein cspC OS=Salmonella typhimurium GN=cspC,4381395.696,3736522.625,3799017.866,4373948.213,23748959.26,5481894.748,5928719.153,4700766.983,2991983.492,4373948.213,16974551.01,4972288.767,3,3,3,3,5,3
Q7CPA0|Q7CPA0_SALTY,2,2,238.7,0.110620839,2.793007643,Condition 2,Condition 1,Putative outer membrane lipoprotein OS=Salmonella typhimurium GN=yjeI,473131.125,261569.212,298210.5745,531855.8641,1793831.324,559240.883,640221.0065,329069.5759,234860.995,531855.8641,1282139.608,507252.9278,1,2,1,1,2,2
Q7CR22|QUEC_SALTY,4,2,36.73,0.193415421,2.776642969,Condition 1,Condition 2,Queuosine biosynthesis protein queC OS=Salmonella typhimurium GN=queC,42816.16907,39280.02892,31886.35023,23368.49054,699.6346811,16982.36254,57937.0272,49416.6051,25112.65723,23368.49054,500.0633693,15403.6541,2,1,1,0,0,0
Q8ZP17|DADA_SALTY,10,7,238.91,0.618733918,2.769482715,Condition 2,Condition 1,D-amino acid dehydrogenase small subunit OS=Salmonella typhimurium GN=dadA,193284.2511,218075.6154,205331.4273,143527.6502,1418777.658,145610.5703,261544.0651,274352.0529,161712.3853,143527.6502,1014070.279,132074.3714,3,3,2,1,5,0
Q8ZLS0|KDSC_SALTY,4,2,34.71,0.425198165,2.75522512,Condition 2,Condition 1,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase OS=Salmonella typhimurium GN=kdsC,26164.84417,23447.76733,14481.64713,26433.91521,134950.5794,15209.6168,35405.15933,29498.68141,11405.27649,26433.91521,96455.82648,13795.70573,0,0,0,1,2,0
P13645|K1C10_CON-HUMAN,10,5,308.1,0.439854129,2.748947272,Condition 2,Condition 1,"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6",90786.57558,55475.61383,21656.478,293486.4164,23518.18127,144594.965,122848.5503,69791.61109,17055.94102,293486.4164,16809.60261,131153.1785,1,0,0,5,0,1
Q8ZRT2|REVERSE_Q8ZRT2_SALTY-R,12,2,99.93,0.07602896,2.680484336,Condition 2,Condition 1,"Pyruvate dehydrogenase, decarboxylase component OS=Salmonella typhimurium GN=aceE",187390.9581,115269.354,119267.427,248283.4203,655130.9163,227556.3587,253569.5106,145015.6811,93931.16466,248283.4203,468254.3364,206402.3441,0,1,0,1,0,0
Q8ZRZ5|Q8ZRZ5_SALTY,11,1,48.9,0.061631598,2.670434667,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=STM0037,291810.2177,143163.0108,143454.0986,372503.5643,833078.1645,339070.658,394865.2316,180107.5551,112979.8042,372503.5643,595442,307550.0902,0,0,0,1,0,0
P42212|REVERSE_GFP_CON-AEQVI-R,3,1,23.18,0.212609128,2.595622255,Condition 1,Condition 2,Green fluorescent protein OS=Aequorea victoria GN=GFP PE=1 SV=1,639279.2142,410687.4526,426297.0016,229231.5032,9485.913309,330033.9361,865045.5663,516669.163,335737.7186,229231.5032,6780.0495,299353.4369,0,0,1,0,0,0
P40723|MURI_SALTY,2,2,28.12,0.342697434,2.571359748,Condition 2,Condition 1,Glutamate racemase OS=Salmonella typhimurium GN=murI,26992.02669,17531.30805,15775.63511,22001.03476,113138.7482,19910.56104,36524.46771,22055.42487,12424.37954,22001.03476,80865.8363,18059.64244,1,0,0,0,1,1
Q9RPH0|REVERSE_Q9RPH0_SALTY-R,5,1,38.6,0.146339073,2.555963521,Condition 1,Condition 2,SspH2 (Leucine-rich repeat protein) OS=Salmonella typhimurium GN=sspH2,4858.439437,4376.713911,3974.779983,3394.789019,248.9989406,1524.49133,6574.234545,5506.165575,3130.408045,3394.789019,177.9718081,1382.772101,0,0,1,0,0,0
E0VVR0|REVERSE_E0VVR0_CON-PEDHC-R,10,2,81.58,0.133767721,2.499670107,Condition 2,Condition 1,"Keratin, type I cytoskeletal, putative OS=Pediculus humanus subsp. corporis GN=Phum_CON-PHUM467120 PE=4 SV=1",36166.8705,27041.61711,26870.54024,46262.65811,138905.4694,39999.72563,48939.4779,34019.9575,21162.36765,46262.65811,99282.58122,36281.28514,0,0,0,1,1,1
Q8ZKP3|GLPK_SALTY,39,24,2256,0.002404909,2.496946369,Condition 1,Condition 2,Glycerol kinase OS=Salmonella typhimurium GN=glpK,5347472.107,5023960.774,5422715.271,1930898.146,2684039.216,1710448.057,7235972.848,6320440.501,4270755.007,1930898.146,1918415.039,1551441.983,25,27,23,9,12,11
P55881|THIL_SALTY,6,4,92.77,0.162405582,2.485118991,Condition 2,Condition 1,Thiamine-monophosphate kinase OS=Salmonella typhimurium GN=thiL,53270.07474,42313.24543,69258.52109,67369.97339,257355.1134,84926.5034,72082.80973,53232.5713,54545.76922,67369.97339,183944.3764,77031.59552,2,2,2,2,4,2
P24517|RADA_SALTY,4,3,25.23,0.388851548,2.484103531,Condition 2,Condition 1,DNA repair protein radA OS=Salmonella typhimurium GN=radA,29610.20526,18665.70433,26162.01253,24866.79638,136357.3832,23687.32552,40067.27609,23482.56265,20604.35417,24866.79638,97461.33849,21485.31266,1,0,0,1,1,0
Q7CQX1|Q7CQX1_SALTY,8,3,108.2,0.170732086,2.467397213,Condition 2,Condition 1,"Tol protein, membrane-spanning inner membrane protein OS=Salmonella typhimurium GN=tolQ",70235.36758,49195.5575,35896.62704,81866.64709,239523.8928,61864.22937,95039.52571,61890.9279,28271.02143,81866.64709,171199.5246,56113.22854,1,1,1,1,3,1
Q8ZKL4|Q8ZKL4_SALTY,9,2,82.07,0.003314568,2.462029929,Condition 1,Condition 2,Malate synthase OS=Salmonella typhimurium GN=aceB,21042.14545,25601.38053,29250.19389,9489.696179,12544.91363,8791.059277,28473.34033,32208.05449,23036.50584,9489.696179,8966.467707,7973.827902,1,0,0,0,1,0
P0A1T4|YDHZ_SALTY,4,1,94.42,0.269694984,2.424232618,Condition 1,Condition 2,Uncharacterized protein ydhZ OS=Salmonella typhimurium GN=ydhZ,1624.041635,2650.511833,4196.491872,438.2442322,0,3056.076105,2197.58438,3334.501022,3305.021152,438.2442322,0,2771.978228,1,0,1,0,0,0
P37923|FIMC_SALTY,4,4,91,0.171931556,2.421354838,Condition 2,Condition 1,Chaperone protein fimC OS=Salmonella typhimurium GN=fimC,51419.53425,46457.90282,47539.03806,169305.1934,42134.53441,140665.1578,69578.73669,58446.79602,37440.20747,169305.1934,30115.62721,127588.6926,0,0,1,3,1,2
Q8ZNW5|PURT_SALTY,7,5,149.44,0.487772666,2.418458201,Condition 2,Condition 1,Phosphoribosylglycinamide formyltransferase 2 OS=Salmonella typhimurium GN=purT,26916.05801,20368.13015,16407.17819,19611.80268,117540.0358,16883.06876,36421.67011,25624.31527,12921.76242,19611.80268,84011.65341,15313.59084,1,1,1,0,3,0
Q7CQ98|Q7CQ98_SALTY,4,1,27.54,0.008385266,2.41278834,Condition 1,Condition 2,Putative protease OS=Salmonella typhimurium GN=yegQ,1578.786289,1387.965253,910.6982749,543.8850403,587.5436464,475.6123253,2136.346762,1746.142574,717.2364807,543.8850403,419.9463854,431.3986189,1,0,0,0,0,0
Q7CPT1|Q7CPT1_SALTY,8,4,101.54,0.35261282,2.408814246,Condition 2,Condition 1,Glutathionylspermidine synthetase OS=Salmonella typhimurium GN=gsp,32849.39045,48581.66617,40215.27876,32024.52612,203868.1048,57130.79473,44450.40435,61118.61622,31672.25173,32024.52612,145714.5766,51819.82179,1,3,1,1,2,1
P02906|SUBI_SALTY,18,8,573.2,0.025839222,2.374536685,Condition 2,Condition 1,Sulfate-binding protein OS=Salmonella typhimurium GN=sbp,559553.1039,497860.873,512681.3537,1478871.279,741572.0103,1507805.672,757163.5694,626338.4941,403771.2379,1478871.279,530038.0442,1367637.569,2,3,3,8,4,8
P0A299|RL7_SALTY,17,14,1155.06,0.137765043,2.347564536,Condition 2,Condition 1,50S ribosomal protein L7/L12 OS=Salmonella typhimurium GN=rplL,9148218.932,6468082.25,7151210.415,10318034.57,32282318.11,10847850.13,12378982.53,8137230.933,5632061.828,10318034.57,23073762.92,9839416.082,6,14,12,15,16,15
O33921|AGP_SALTY,15,14,723.84,0.000686905,2.34211706,Condition 1,Condition 2,Glucose-1-phosphatase OS=Salmonella typhimurium GN=agp,1728042.733,1852598.681,2035049.692,847425.9019,682337.5776,867935.2529,2338314.262,2330678.973,1602739.26,847425.9019,487700.2774,787250.5598,9,14,13,5,9,7
P20506|THD1_SALTY,3,1,41.6,0.22867882,2.340109275,Condition 1,Condition 2,Threonine dehydratase biosynthetic OS=Salmonella typhimurium GN=ilvA,7158.792102,9502.738233,8232.145262,5712.045572,200.7654584,4725.015099,9686.974376,11955.00807,6483.371123,5712.045572,143.4969625,4285.7699,1,2,1,0,0,0
Q7CPE3|ATP6_SALTY,3,2,86.97,0.058611803,2.323988052,Condition 1,Condition 2,ATP synthase subunit a OS=Salmonella typhimurium GN=atpB,109036.5513,142945.7208,108721.2947,75219.88543,23647.54423,56341.44353,147543.6447,179834.1914,85625.37226,75219.88543,16902.06469,51103.84998,1,3,0,1,0,1
