"","","","","","","","","","Normalized abundance","","","","","","","","","Raw abundance","","","","","","","","","Spectral counts","","","","","","","","",
"YCR012W","69","68","5944.17","0.000534297274884965","1.29261500046744","Condition 1","Condition 3","PGK1 SGDID:S000000605, Chr III from 137744-138994, Verified ORF, """"3-phosphoglycerate kinase, catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key enzyme in glycolysis and g","93628155.8368974","89904151.3452009","86338053.3561656","73556149.3365307","72838533.6614332","69182683.5381624","70003055.1598372","80999253.6412501","83065556.8213303","98416634.9553134","73366595.3403927","57263045.8854373","73556149.3365307","61171369.4349039","89464526.2095396","90642687.3926347","106082609.009683","104882737.148475","116","115","121","121","121","126","131","142","138",
"YAL038W","68","66","5206.29","0.00112057964145784","1.24022651995857","Condition 1","Condition 4","CDC19 SGDID:S000000036, Chr I from 71787-73289, Verified ORF, """"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration""""","107877758.748322","102916610.675564","100307256.843871","92022621.6831476","90398379.3037105","87894813.0253147","88771196.106542","84849627.320711","82378762.6877788","113395013.579313","83985458.0268157","66528012.018037","92022621.6831476","75918506.0260456","113662370.428985","114944408.637354","111125342.951263","104015556.437951","141","128","131","125","131","131","144","141","151",
"YJR009C","68","5","5631.25","0.00306300792350489","1.33272857021583","Condition 4","Condition 2","TDH2 SGDID:S000003769, Chr X from 454674-453676, reverse complement, Verified ORF, """"Glyceraldehyde-3-phosphate dehydrogenase, isozyme 2, involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate t","2965584.24151006","2888838.17946639","3105438.6581104","2467098.06159453","2608731.59518328","3114962.65909137","3300793.42851979","3480656.03309652","3284047.1680401","3117254.83768321","2357446.44207802","2059658.16301425","2467098.06159453","2190868.98299214","4028156.24089361","4273996.13068085","4558524.3870461","4146602.62435388","8","6","8","11","6","11","12","8","10",
"YLL026W","67","63","4175.92","6.90190948204883E-06","1.45844494220878","Condition 1","Condition 3","HSP104 SGDID:S000003949, Chr XII from 88622-91348, Verified ORF, """"Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, eth","21739770.2857918","20778473.3224333","20739566.2972239","18077974.67245","18104280.2195738","14410818.5381761","14504824.4523854","14849052.0612794","14637800.8035143","22851619.9759002","16956345.4104","13755356.8832831","18077974.67245","15204364.4757082","18635545.5856001","18781412.6900697","19447416.0337067","18482421.2688899","79","74","74","82","75","73","76","66","64",
"YPR080W","66","60","4943.68","0.000970348964625001","1.1740185504509","Condition 1","Condition 2","TEF1 SGDID:S000006284, Chr XVI from 700592-701968, Verified ORF, """"Translational elongation factor EF-1 alpha; also encoded by TEF2; functions in the binding reaction of aminoacyl-tRNA (AA-tRNA) to ribosomes""""","297621090.809201","289855789.479135","280778381.193868","248043175.888171","244995746.508604","266371215.44333","270915700.755551","252356148.706752","250399628.178083","312842499.004218","236537824.956856","186224088.926544","248043175.888171","205752704.870734","344461552.613107","350792220.671973","330504263.323415","316167126.174418","137","137","120","135","127","139","140","132","126",
"YMR186W","62","14","4102.73","0.0445996914380953","1.15666785884201","Condition 4","Condition 2","HSC82 SGDID:S000004798, Chr XIII from 632354-634471, Verified ORF, """"Cytoplasmic chaperone of the Hsp90 family, redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal ","4497618.64098598","4528331.71063676","4295743.88010216","4248400.55694342","4536280.97340347","4610402.68471034","4572641.60245204","4849657.69562046","5311301.08069484","4727642.96168795","3695360.83940901","2849118.89203267","4248400.55694342","3809666.4682243","5962004.80710286","5920834.77475729","6351470.1435879","6706315.06583583","21","19","18","17","20","26","21","20","21",
"YLR249W","58","58","3246.45","3.0288919830368E-05","1.6702527515483","Condition 2","Condition 4","YEF3 SGDID:S000004239, Chr XII from 636782-639916, Verified ORF, """"Translational elongation factor 3, stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing EF-1 alpha from the ribosomal complex; contains two ABC cassettes; bind","17386580.5095289","16549568.1565151","16111832.1282811","17038896.1888183","16557935.1476183","13363024.353002","13723006.9653936","10248776.0694618","9866042.66398609","18275792.4881945","13505332.6440426","10686048.000807","17038896.1888183","13905710.5776202","17280576.3137013","17769084.9008084","13422554.6005628","12457360.1745456","68","60","56","63","66","69","65","59","54",
"YPL106C","57","42","3388.02","0.00194772378925057","1.21994833077781","Condition 1","Condition 4","SSE1 SGDID:S000006027, Chr XVI from 352272-350191, reverse complement, Verified ORF, """"ATPase that is a component of the heat shock protein Hsp90 chaperone complex; binds unfolded proteins; member of the heat shock protein 70 (HSP70) family; localize","15581165.4281615","15040262.2972575","14442612.6787545","13637534.4283551","13211622.6731798","12921187.7180814","12951455.8215871","12447988.3716176","12178213.2836835","16378042.0154063","12273658.3490942","9578951.11576615","13637534.4283551","11095405.2855068","16709209.2723608","16770050.3733038","16302805.5694441","15376822.7367454","52","40","48","39","46","51","39","40","47",
"YPL240C","57","9","3637.97","0.131668578933134","1.05027614961951","Condition 4","Condition 1","HSP82 SGDID:S000006161, Chr XVI from 98625-96496, reverse complement, Verified ORF, """"Cytoplasmic chaperone (Hsp90 family) required for pheromone signaling and negative regulation of Hsf1p; docks with the mitochondrial import receptor Tom70p for prep","1845619.61559564","1832105.89385477","1784139.59394346","1793666.19148718","1875835.6331199","1859656.31419558","1896988.40212098","1923010.53784715","1901300.56250864","1940011.21084627","1495096.38569506","1183316.78168088","1793666.19148718","1575367.16823681","2404839.80316132","2456294.60497544","2518516.72499918","2400677.425985","15","9","9","9","11","13","11","13","12",
"YOR027W","57","56","3823.59","0.00823387649751228","1.25557294268017","Condition 1","Condition 3","STI1 SGDID:S000005553, Chr XV from 381053-382822, Verified ORF, """"Hsp90 cochaperone, interacts with the Ssa group of the cytosolic Hsp70 chaperones; activates the ATPase activity of Ssa1p; homolog of mammalian Hop protein""""","22946163.7188313","21126423.2461708","20856063.3056717","18670076.6009848","17541730.866387","16971430.099202","17503482.0112144","19042763.148167","17961403.1094479","24119712.6885107","17240291.1556366","13832622.6227914","18670076.6009848","14731923.4121757","21946835.1800185","22664191.5071068","24939810.0192152","22678968.1937373","89","81","72","73","71","74","70","74","79",
"YLR304C","56","53","4006.55","0.00013966836485424","1.24966946354917","Condition 1","Condition 4","ACO1 SGDID:S000004295, Chr XII from 737550-735214, reverse complement, Verified ORF, """"Aconitase, required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; component of the mitochondrial nuc","33797652.8292922","32892067.8161356","32237716.8012983","27920165.0215348","26988635.2798013","26547948.9035955","26880313.5390842","26598548.0009323","26176707.2871145","35526185.8050615","26841686.3211289","21381416.2431848","27920165.0215348","22665637.2150274","34330840.4506322","34805678.8603865","34835424.2905174","33052023.1834768","82","92","86","77","80","83","81","81","85",
"YGL009C","56","56","3109.56","3.99939538134886E-05","1.53614778597211","Condition 1","Condition 4","LEU1 SGDID:S000002977, Chr VII from 478657-476318, reverse complement, Verified ORF, """"Isopropylmalate isomerase, catalyzes the second step in the leucine biosynthesis pathway""""","22800308.2595194","22163703.4926551","21292866.5703818","20257019.6531451","20019587.9092666","15753918.8379388","16139655.5293579","14695261.9327069","14059297.1132411","23966397.6587846","18086767.3078466","14122329.0085356","20257019.6531451","16812881.1272419","20372393.967665","20898255.7608676","19246001.1151056","17751973.501991","71","71","63","74","65","72","67","51","69",
"YKL060C","56","54","4618.56","9.71638840193689E-05","1.23779659923123","Condition 4","Condition 2","FBA1 SGDID:S000001543, Chr XI from 327131-326052, reverse complement, Verified ORF, """"Fructose 1,6-bisphosphate aldolase, required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydro","129032456.382369","125196449.966904","124146679.198807","115328480.82768","116138197.869352","127256941.766989","128285689.349327","143103689.36931","143404978.357225","135631638.193247","102166998.357033","82339324.4478132","115328480.82768","97535360.0663126","164564041.459573","166109316.373253","187419168.014117","181070316.342734","99","96","97","96","100","121","118","111","114",
"YLR044C","55","53","4553.66","0.296561573890851","1.10456015059073","Condition 1","Condition 3","PDC1 SGDID:S000004034, Chr XII from 234082-232391, reverse complement, Verified ORF, """"Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to glucose-, ethanol-, and a","43861601.4706273","45912645.3208977","49467300.9265363","44041777.905176","47528409.9485664","41186628.3224416","42853791.2319505","44088483.7515129","47163390.6973275","46104840.8131629","37467173.8720003","32808804.6078548","44041777.905176","39915382.3871763","53261047.4267462","55488761.0741811","57741536.7844778","59550861.9797564","92","87","92","93","93","85","106","97","92",
"YOR133W","55","53","4612.44","9.94495362200976E-05","1.22155141069382","Condition 1","Condition 4","EFT1 SGDID:S000005659, Chr XV from 575099-577627, Verified ORF, """"Elongation factor 2 (EF-2), also encoded by EFT2; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine re","41877349.1458493","41269323.0849375","40930060.2374727","41071262.9447729","40278665.2423672","37096552.4539461","38270929.3984649","34121732.6991012","33593650.3141476","44019106.7200223","33677974.61453","27146545.7740105","41071262.9447729","33826890.6309719","47971910.304244","49554692.7454804","44688342.9899687","42417027.352687","92","88","97","98","107","100","98","85","97",
"YKL152C","54","53","4282.51","5.68286149110753E-05","1.27429958246639","Condition 1","Condition 3","GPM1 SGDID:S000001635, Chr XI from 164390-163647, reverse complement, Verified ORF, """"Tetrameric phosphoglycerate mutase, mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeoge","153134290.054542","146935037.616964","146783126.280638","125443010.010908","124400512.610223","117329761.823146","116447004.697887","126321649.375226","125137465.486408","160966125.934307","119906848.40322","97352772.8351992","125443010.010908","104474229.947336","151726573.977079","150780125.53222","165440168.121572","158004838.615215","93","101","95","96","99","109","103","112","114",
"YIL136W","51","49","3875.25","0.00574214711949739","1.24046125449419","Condition 1","Condition 2","OM45 SGDID:S000001398, Chr IX from 93619-94800, Verified ORF, """"Protein of unknown function, major constituent of the mitochondrial outer membrane; located on the outer (cytosolic) face of the outer membrane""""","30963559.5182885","28877546.3828121","27582844.7555373","23951724.5316737","23032922.1551405","24006144.2709069","24128496.2826594","25304444.865606","24746247.7327508","32547146.8148645","23565622.1452592","18294108.3738765","23951724.5316737","19343544.131003","31043871.2908532","31242518.4987959","33140571.1807461","31245853.2234707","63","66","69","68","64","77","65","74","67",
"YOR374W","51","51","4230.68","0.000437362661387386","1.19731879540428","Condition 1","Condition 3","ALD4 SGDID:S000005901, Chr XV from 1039838-1041397, Verified ORF, """"Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes;","50702533.2114631","48607254.1104179","48365217.0052628","42246977.4746012","41006343.2646926","40800414.6699218","41424973.6415685","46905340.2722721","46420642.4878405","53295642.296692","39666118.7449942","32077855.973964","42246977.4746012","34438010.3075463","52761610.0000485","53638672.3046212","61430700.2704966","58613030.8472848","87","88","69","74","81","88","89","81","85",
"YLR355C","50","48","3783.21","0.000843869679806097","1.1497222447758","Condition 1","Condition 4","ILV5 SGDID:S000004347, Chr XII from 839252-838065, reverse complement, Verified ORF, """"Acetohydroxyacid reductoisomerase, mitochondrial protein involved in branched-chain amino acid biosynthesis, also required for maintenance of wild-type mitochondri","28259816.5199154","27687459.68419","27013345.566599","26257630.5744359","25995676.6244314","23688136.6014237","24458753.5136763","24029964.2024516","24074768.4247356","29705124.7189962","22594447.7564088","17916392.4430648","26257630.5744359","21831729.1489541","30632635.356855","31670148.4484013","31471417.1107763","30398009.7795909","71","76","71","77","78","92","88","82","76",
"YPL231W","50","49","2846.02","0.144934475265963","1.05853583198372","Condition 2","Condition 4","FAS2 SGDID:S000006152, Chr XVI from 108652-114315, Verified ORF, """"Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains beta-ketoacyl reductase and beta-ketoacyl synthase activities""""","7833495.95122917","7508553.8214629","7296547.99620532","7645539.73300136","7483203.1557187","7343631.89912623","7252259.84082689","7139721.41123199","7152419.13952146","8234128.98144715","6127381.45645411","4839379.00462477","7645539.73300136","6284555.1905623","9496517.26288095","9390509.03051699","9350706.83811913","9031003.04497712","44","47","46","55","52","49","54","53","57",
"YJR121W","48","48","4413.68","6.07939956742687E-06","1.29153090197387","Condition 1","Condition 2","ATP2 SGDID:S000003882, Chr X from 647601-649136, Verified ORF, """"Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis""""","47281868.193647","47583213.855046","46561761.6479001","36309638.5590392","36692534.5367024","37954279.5767115","38789222.2664484","37928985.6411636","38472604.3585546","49700032.2224183","38830447.1335725","30881728.1616426","36309638.5590392","30815180.8228401","49081091.7746758","50225798.5751216","49674602.8269123","48577439.3715903","97","92","81","74","89","78","88","87","84",
"YGR155W","47","47","2897.45","1.53263121083214E-07","1.59339731646928","Condition 1","Condition 4","CYS4 SGDID:S000003387, Chr VII from 798548-800071, Verified ORF, """"Cystathionine beta-synthase, catalyzes the synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis""""","13389250.4725254","13060794.7916156","13023747.3222898","9058427.18738307","8969658.62734183","8483308.77009818","8472799.56565053","8281920.81348793","8233647.1821951","14074024.6809443","10658307.0076611","8637899.64594287","9058427.18738307","7532912.51233164","10970305.8770106","10970911.4925935","10846615.5922574","10396215.7870192","58","52","55","45","46","49","54","45","48",
"YER065C","47","46","2945.89","0.0160374200678426","1.17738515468167","Condition 1","Condition 2","ICL1 SGDID:S000000867, Chr V from 286912-285239, reverse complement, Verified ORF, """"Isocitrate lyase, catalyzes the formation of succinate and glyoxylate from isocitrate, a key reaction of the glyoxylate cycle; expression of ICL1 is induced by growt","15505972.8365379","14785943.7132133","13976312.4283143","12672791.9928522","12393052.038469","14273128.82688","14170923.091145","14064397.3138315","13999992.8750386","16299003.8054254","12066120.7842106","9269681.08245653","12672791.9928522","10407952.0353191","18457490.2666237","18349064.1784542","18419774.1846871","17677092.9971801","47","61","52","60","56","67","65","71","63",
"YJR045C","46","43","3248.34","5.17162110527103E-05","1.55325471048782","Condition 1","Condition 4","SSC1 SGDID:S000003806, Chr X from 521595-519631, reverse complement, Verified ORF, """"Mitochondrial matrix ATPase; subunit of the presequence translocase-associated protein import motor (PAM) and of the SceI endonuclease; involved in protein transloca","44353405.8501192","41799744.8443184","40737249.3187076","33350285.0544795","33429476.5560603","28564400.1970397","29076667.3675879","27599333.6117884","26862822.1683127","46621797.8294925","34110827.1357759","27018665.42393","33350285.0544795","28074794.4478319","36938441.8093319","37649603.5009057","36146127.0919182","33918346.2359201","66","66","60","63","62","59","63","56","56",
"YNR016C","46","46","2377.07","0.087960757039823","1.10666875210114","Condition 2","Condition 4","ACC1 SGDID:S000005299, Chr XIV from 661376-654675, reverse complement, Verified ORF, """"Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chai","7014992.37151735","6522469.80846733","6433793.97615795","7170315.99250743","7073990.0536465","6640910.82920995","6465944.7339792","6364115.888709","6507220.74125321","7373764.19807533","5322684.16861371","4267164.07601137","7170315.99250743","5940889.21341873","8587783.97353346","8372357.54756582","8334916.52286547","8216343.19553144","37","34","34","44","44","46","44","39","44",
"YJL052W","44","16","3654.83","3.0316171367728E-06","1.81347403769597","Condition 1","Condition 3","TDH1 SGDID:S000003588, Chr X from 338266-339264, Verified ORF, """"Glyceraldehyde-3-phosphate dehydrogenase, isozyme 1, involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphogly","13759479.1425232","14106433.4656766","14295062.1033515","11093557.1632215","11044681.7462717","7869337.40286352","7629818.30056083","10812168.9780226","10396153.8143105","14463188.170703","11511604.0837608","9481089.33823831","11093557.1632215","9275561.62144231","10176340.4702542","9879386.45679457","14160415.5924972","13126705.0939873","23","25","19","23","26","21","18","27","23",
"YAL054C","44","43","2867.74","0.0394498022641828","1.1331610325833","Condition 1","Condition 2","ACS1 SGDID:S000000050, Chr I from 45023-42882, reverse complement, Verified ORF, """"Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetlyation; expressed during growth on nonfermentable carbon so","18555249.0176037","17804947.5513959","17100000.8254839","16219231.4595763","15232725.1216277","16960628.1076448","16240760.8396159","17996043.4868167","17585838.7775489","19504230.8881062","14529789.3647256","11341443.2437024","16219231.4595763","12792770.6541518","21932866.4380246","21029170.8617945","23568948.5904226","22204761.836587","56","58","47","47","46","58","58","53","47",
"YJL080C","42","40","1817.99","1.35515067271053E-05","1.53108454358494","Condition 1","Condition 4","SCP160 SGDID:S000003616, Chr X from 289221-285553, reverse complement, Verified ORF, """"Essential RNA-binding G protein effector of mating response pathway, mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with transl","5319840.53167624","5165045.93346112","5110222.4527481","4326524.07807478","4204875.73347832","4196325.88388837","4183453.52352103","3454852.89950573","3335588.11314207","5591916.22377479","4214953.69507218","3389315.5036673","4326524.07807478","3531345.209612","5426535.77200154","5416898.8637469","4524730.69625409","4211680.806026","29","34","43","26","29","28","21","20","23",
"YLL045C","41","12","2777.73","0.000253166652020798","1.58388603143541","Condition 1","Condition 4","RPL8B SGDID:S000003968, Chr XII from 48628-47858, reverse complement, Verified ORF, """"Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Ap and has similarity to rat L7a ribosomal protein; mutation results in decreased","5440085.91165313","5183332.74789563","4939368.16281702","4640166.53064386","4370300.31596352","4517374.90598635","4342468.05544751","3278089.89897928","3272375.85991623","5718311.38301368","4229876.71358253","3275997.71778108","4640166.53064386","3670272.33705601","5841704.6724127","5622797.08455151","4293228.80667772","4131865.84548935","16","18","19","17","17","19","19","16","19",
"YBL099W","39","34","2732.78","5.46131494372215E-06","1.56023720757232","Condition 1","Condition 3","ATP1 SGDID:S000000195, Chr II from 37050-38687, Verified ORF, """"Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis""""","46771344.6494846","45502657.9928571","44830885.7231307","36399795.4395806","35234149.806671","28959515.7051632","29623409.0364764","30336551.8829016","29740802.1290019","49163398.6763143","37132602.2872517","29733738.096437","36399795.4395806","29590397.914474","37449390.7914253","38357545.9480521","39730990.4403477","37552228.043091","60","57","55","51","54","64","63","61","49",
"YOR096W","39","18","2793.77","0.00307466347970697","1.16132446855965","Condition 4","Condition 2","RPS7A SGDID:S000005622, Chr XV from 505795-505938,506340-506768, Verified ORF, """"Protein component of the small (40S) ribosomal subunit, nearly identical to Rps7Bp; interacts with Kti11p; deletion causes hypersensitivity to zymocin; has similarity to","17677428.457548","17748815.0282269","17322885.1247839","16738239.8083332","17319037.5994875","18933262.4882452","18950562.7726049","19240881.0025488","20310668.5836769","18581515.4416356","14483982.2239967","11489269.530743","16738239.8083332","14544900.8100528","24483805.3611687","24537928.1431311","25199279.8036814","25645268.5792935","32","30","28","30","36","39","39","38","33",
"YGR034W","38","14","2276.2","0.00458859384628019","1.68624017161756","Condition 1","Condition 4","RPL26B SGDID:S000003266, Chr VII from 555816-555834,556312-556676, Verified ORF, """"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl26Ap and has similarity to E. coli L24 and rat L26 ribosomal proteins; binds to 5.8S rRN","5540398.72322743","4912118.47765128","4470562.4463174","4047038.18070178","3580335.03795869","3942560.63174655","4065502.32326878","3004715.66097316","2895226.66767738","5823754.55093474","4008551.36522174","2965065.95349251","4047038.18070178","3006842.48155953","5098375.79192807","5264171.04711605","3935197.70021632","3655658.36420526","16","14","15","13","19","18","18","21","15",
"YPL061W","38","38","2514.54","0.000128092508172584","1.23160021118273","Condition 1","Condition 4","ALD6 SGDID:S000005982, Chr XVI from 432585-434087, Verified ORF, """"Cytosolic aldehyde dehydrogenase, activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates","13573637.8050216","13293336.5029916","13054126.0605039","12080804.6953361","11856657.4061319","11260386.0146527","11342169.1002692","10946259.7697792","10663079.5845773","14267842.24181","10848073.4798763","8658048.10902118","12080804.6953361","9957476.26970166","14561521.0080963","14686283.1309675","14336030.8036782","13463738.9558232","55","52","45","45","52","45","47","46","33",
"YPR191W","38","37","2366.4","0.00181143157436248","1.25980950722394","Condition 1","Condition 4","QCR2 SGDID:S000006395, Chr XVI from 919377-920483, Verified ORF, """"Subunit 2 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; transcription is regulated by Hap1p, Hap2","18186573.3503651","17530618.7511999","16583031.3040706","14755343.0520204","14821497.0388267","14845472.2178988","15065051.4481049","14011929.1721522","13664330.9321139","19116699.8272282","14305922.3933672","10998567.2084513","14755343.0520204","12447412.4527916","19197623.8909346","19506816.4646046","18351058.028562","17253269.39715","53","54","61","47","53","50","51","49","54",
"YGR086C","38","35","2552.41","0.00334114145417985","1.31757918523826","Condition 1","Condition 4","PIL1 SGDID:S000003318, Chr VII from 650621-649602, reverse complement, Verified ORF, """"Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis, along with Lsp1p and Sur7p; null mutants ","27629405.1430259","26163704.7331786","24420693.6793277","21781706.448279","20397077.6258438","19584083.5208434","20266964.1139611","20145881.4765774","19428617.1857243","29042471.8471498","21350982.2298889","16196836.1383456","21781706.448279","17129905.1219581","25325423.4128375","26242455.9668861","26384535.3106662","24531546.25607","64","60","62","63","57","67","61","72","68",
