,,,,,,,,,Normalized abundance,,,,,,,,,,Raw abundance,,,,,,,,,,Spectral counts,,,,,,,,,
,,,,,,,,,Condition 1,,Condition 2,,Condition 3,,Condition 4,,Condition 5,,Condition 1,,Condition 2,,Condition 3,,Condition 4,,Condition 5,,Condition 1,,Condition 2,,Condition 3,,Condition 4,,Condition 5,
Accession,Peptide count,Peptides used for quantitation,Confidence score,Anova (p)*,Max fold change,Highest mean condition,Lowest mean condition,Description,Neil left,Neil left,Neil right,Neil right,Neil mouse2,Neil mix,Neil mouse1,Neil mouse3,Neil liver,Neil liver,Neil left,Neil left,Neil right,Neil right,Neil mouse2,Neil mix,Neil mouse1,Neil mouse3,Neil liver,Neil liver,Neil left,Neil left,Neil right,Neil right,Neil mouse2,Neil mix,Neil mouse1,Neil mouse3,Neil liver,Neil liver
tr|E1WEE1|E1WEE1_SALTS,44,43,3553.21,1.10E-05,2.880572526,Condition 2,Condition 3,Glycerol kinase OS=Salmonella typhimurium (strain SL1344) GN=glpK,43571572.52,43474930.1,53996877.65,47722492.88,18560312.68,16751893.36,38956258.55,46658048.09,30354989.31,28986286.89,21829719.75,8447073.869,15516642.95,5056688.539,6440680.456,7662724.723,65696379.96,84665691.28,21617080.91,19698266.81,60,56,68,58,38,40,86,82,61,58
sp|P02533|K1C14_CON-HUMAN,44,11,2683.8,0.77211844,8.700453875,Condition 4,Condition 5,"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4",1855961.792,1688244.237,1936951.131,2375017.89,1808393.285,1003552.023,19179946.17,932984.1774,1152207.121,1159503.353,929852.274,328021.776,556605.8711,251657.5522,627537.0188,459049.1794,32345329.81,1692993.033,820535.771,787965.9266,8,6,5,9,10,6,24,0,0,0
tr|B4E1T1|B4E1T1_CON-HUMAN,43,0,2244.64,,1,-,-,"cDNA FLJ54081, highly similar to Keratin, type II cytoskeletal 5 OS=Homo sapiens PE=2 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|E1WIM3|E1WIM3_SALTS,43,42,3750.41,0.000129147,3.145379904,Condition 2,Condition 3,Elongation factor G OS=Salmonella typhimurium (strain SL1344) GN=fusA,49709441.05,47079669.02,66475508.68,58485540.42,22999544.32,16728899.6,48544817.42,61490219.13,47856059.1,45326654.55,24904842.87,9147465.932,19102525.52,6197144.031,7981154.098,7652206.815,81866659.91,111580148,34080338.19,30802721.93,80,80,90,83,58,49,116,121,99,99
tr|A5A6N5|A5A6N5_CON-PANTR,42,1,2599.65,0.469151496,146.5369211,Condition 4,Condition 2,"Keratin, hair, basic, 5 OS=Pan troglodytes verus GN=krthb5 PE=2 SV=1",0,5915.591302,1618.286576,1645.855226,7674.880458,226.6271676,470029.4422,8287.847433,2144.072746,2521.343527,0,1149.385096,465.0338333,174.3952747,2663.287706,103.6647955,792664.2335,15039.12746,1526.885533,1713.434277,0,0,0,0,0,0,1,0,0,0
sp|Q9QYB8|ADDB_MOUSE,42,39,2484.82,6.30E-06,8.701210836,Condition 3,Condition 5,Beta-adducin OS=Mus musculus GN=Add2 PE=1 SV=4,18839897.77,17268274.79,17950823.46,15017039.81,30915257.46,28453400.71,6237702.768,9362773.658,3350939.057,3472095.034,9438945.272,3355184.066,5158381.937,1591209.69,10728014.01,13015279.67,10519349.3,16989688.52,2386346.442,2359538.309,38,34,32,25,46,47,19,30,11,11
tr|Q9BGM6|Q9BGM6_CON-SHEEP,41,21,2991.8,0.020043481,150.7124101,Condition 1,Condition 7,Type I wool keratin intermediate filament 8c1 OS=Ovis aries PE=2 SV=1,228085449.1,208397312.6,2051988.798,2809523.504,8272319.911,2577136.205,83150486.52,1864244.485,2356434.942,1996213.436,114272704.5,40491094.28,589663.3086,297697.8872,2870607.306,1178844.975,140226144.9,3382857.931,1678117.698,1356570.609,69,51,0,0,0,0,49,0,0,0
sp|P78385|KRT83_CON-HUMAN,40,0,2358.21,,1,-,-,"Keratin, type II cuticular Hb3 OS=Homo sapiens GN=KRT83 PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9QYC0|ADDA_MOUSE,40,38,2385.01,1.09E-06,7.27344212,Condition 3,Condition 5,Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2,17087784.45,17832820.05,20179339.05,16132762.78,33699241.48,31331801.05,9112198.767,11051718.4,4522008.19,4418881.343,8561121.946,3464873.846,5798772.313,1709432.005,11694094.26,14331930.21,15366939.6,20054447.55,3220314.655,3002947.705,38,38,40,32,54,54,34,37,18,13
sp|Q6URW6|MYH14_MOUSE,40,25,2185.79,0.000730571,14.51408835,Condition 5,Condition 7,Myosin-14 OS=Mus musculus GN=Myh14 PE=1 SV=1,197548.1132,153277.0243,166452.6387,202940.225,1080507.404,364470.833,224337.7241,117724.8311,2021018.717,2126778.43,98973.24559,29781.35545,47832.13912,21503.60235,374950.7372,166717.8511,378326.2794,213623.4715,1439253.517,1445298.914,0,0,0,0,0,0,0,0,24,21
sp|P11499|HS90B_MOUSE,39,23,2168.45,0.166990368,2.644000711,Condition 7,Condition 2,Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=2,6150593.216,6075511.281,5512756.38,4957590.303,3632228.017,12379140.38,8527639.433,9977142.7,10200781.8,9607801.378,3081498.29,1180457.162,1584155.903,525307.6391,1260432.43,5662520.825,14381130.56,18104522.55,7264411.238,6529192.087,14,15,10,15,9,22,25,24,25,24
sp|P49222|EPB42_MOUSE,39,37,2560.99,0.000265402,4.578625644,Condition 3,Condition 5,Erythrocyte membrane protein band 4.2 OS=Mus musculus GN=Epb42 PE=2 SV=2,19267268.17,13057421.02,11069410.3,13915713.71,30453220.25,40833236.58,9305080.801,11976885.83,7742142.925,7827257.672,9653061.393,2537025.354,3180926.285,1474512.872,10567680.83,18678118.63,15692218.57,21733256.32,5513509.767,5319184.572,43,35,32,27,55,64,44,44,28,32
tr|E1WI70|E1WI70_SALTS,39,36,2435.4,4.00E-05,2.602721314,Condition 2,Condition 7,Translation initiation factor IF-2 OS=Salmonella typhimurium (strain SL1344) GN=infB,7355986.251,6701915.692,9521869.215,8170840.906,4188883.508,3445006.887,7038220.394,7987237.403,6581405.451,6695170.533,3685410.213,1302166.025,2736222.006,865784.5613,1453599.441,1575830.199,11869353.43,14493640.51,4686899.168,4549849.934,27,33,39,27,11,14,37,43,35,34
tr|E1WCV6|E1WCV6_SALTS,38,36,2186,5.11E-05,3.146357391,Condition 2,Condition 3,NADP-dependent malate dehydrogenase (Decarboxylating) OS=Salmonella typhimurium (strain SL1344) GN=maeB,7559936.098,7161455.586,8836485.73,8468998.361,3193205.466,2306959.308,7519796.258,8146654.364,5488522.185,5392500.27,3787590.78,1391453.516,2539268.936,897377.4077,1108085.645,1055259.471,12681489.71,14782918.52,3908610.441,3664591.794,46,28,37,30,17,15,46,39,32,32
tr|E1W8Z5|E1W8Z5_SALTS,38,35,2173.36,1.36E-05,3.915547699,Condition 2,Condition 7,Chaperone protein htpG OS=Salmonella typhimurium (strain SL1344) GN=htpG,9357215.349,9521245.573,14642739.91,11975370.28,7007170.962,5911320.213,8022356.024,9338157.74,9859123.583,8437699.458,4688042.614,1849955.009,4207764.911,1268913.546,2431583.446,2703982.085,13529013.54,16945020.48,7021101.87,5734023.671,33,30,38,36,20,14,34,34,25,34
tr|B4DRR0|B4DRR0_CON-HUMAN,38,2,2216.33,0.116630783,48.19274206,Condition 4,Condition 5,"cDNA FLJ53910, highly similar to Keratin, type II cytoskeletal 6A OS=Homo sapiens PE=2 SV=1",43991.86728,35965.97453,15377.91633,5691.557242,7389.619329,12290.82386,790893.4425,12768.5012,10768.04932,5907.946056,22040.29092,6988.101947,4419.026571,603.0789788,2564.298222,5622.122697,1333773.777,23169.72152,7668.386604,4014.87428,0,1,0,0,0,0,2,0,0,0
sp|P21981|TGM2_MOUSE,37,35,2530.71,0.000190701,10.99390863,Condition 5,Condition 1,Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus GN=Tgm2 PE=1 SV=4,3206807.456,3241089.687,3073569.494,3697825.123,15322733.51,7027931.321,10001471.51,12799762.09,35095114.08,35792478,1606637.172,629735.8948,883226.6327,391822.5723,5317196.537,3214747.248,16866621.61,23226447.53,24992725.67,24323563.21,10,10,6,5,36,24,35,39,70,70
sp|P04919|B3AT_MOUSE,37,35,2792.53,1.24E-05,4.825627614,Condition 3,Condition 5,Band 3 anion transport protein OS=Mus musculus GN=Slc4a1 PE=1 SV=1,92762301.03,88441938.95,64974021.58,74120633.73,173210472.6,232640175.2,42297528.44,57056030.79,42809050.86,41294133.29,46474683.33,17184055.04,18671055.4,7853842.841,60106385.35,106415291.9,71331144.29,103533870.1,30486148.64,28062333.69,78,66,68,63,91,113,79,79,67,67
