,,,,,,,,,"Normalized abundance",,,,,,"Raw abundance",,,,,,"Spectral counts",,,,,
"sp|Q04637|IF4G1_HUMAN","44","38","1988.32","0.236915841434709","1.1363018168093","DOC-ISD","RG","Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4","9435118.45512099","9049163.56817736","9172333.07665743","9315910.18001071","9799105.44630577","12311246.3585589","9435118.45512099","7562979.62508595","7175957.39091211","8589965.27064909","9241955.1755319","10838671.5371385","9","13","15","15","12","20"
"sp|P55072|TERA_HUMAN","44","43","2603.54","0.000556155242486533","1.32939804560818","DOC-ISD","RG","Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4","18816272.5931674","18798022.0022438","18977781.3931061","24086208.4579724","26461072.575124","24686114.1829481","18816272.5931674","15710740.1500448","14847231.2892286","22209283.9194119","24956568.533303","21733354.6388873","13","22","23","27","15","31"
"sp|P42704|LPPRC_HUMAN;REV_sp|A6NCS6|CB072_HUMAN","44","40","2265.95","0.395824551794381","1.05229457271645","DOC-ISD","RG","Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3","7976110.77719592","8017023.24872055","8289110.51450213","8983762.05843206","7693162.6448478","8875149.43997625","7976110.77719592","6700352.25102315","6484969.89408341","8283699.88445054","7255750.50818176","7813573.60752071","14","12","9","16","19","20"
"sp|P22314|UBA1_HUMAN","43","42","3074.3","0.000195533420902727","1.45739546318638","DOC-ISD","RG","Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3","22456328.0852595","23119913.7431164","22413074.0810703","31729402.387341","34743824.0326575","32614094.1315739","22456328.0852595","19322828.5968703","17534826.0100176","29256879.8216339","32768385.4506783","28713051.7478187","19","24","24","23","30","34"
"sp|Q14980|NUMA1_HUMAN;sp|Q9NRD9|DUOX1_HUMAN","42","38","1917.22","0.023068302344325","1.42541425990004","DOC-ISD","RG","Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2","3031641.04994952","2225644.51842665","2339123.62092937","3847432.64464845","3473032.97072965","3507564.36709376","3031641.04994952","1860117.12781266","1830008.92963452","3547620.37847962","3275565.83756617","3088017.00193989","12","8","11","11","21","17"
"sp|P53396|ACLY_HUMAN","42","39","2264.98","0.136430605589426","1.09162819481106","DOC-ISD","RG","ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3","14198985.4127497","15924044.5806792","15602207.1477853","17010447.8837741","17284657.4376231","15619852.7563741","14198985.4127497","13308768.6840093","12206357.1788097","15684903.9692692","16301899.2027645","13751528.3630977","16","16","16","22","24","23"
"sp|P46940|IQGA1_HUMAN","41","39","2058.26","0.241260142750027","1.06346343201938","DOC-ISD","RG","Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1","5127174.53325766","5414999.99207772","5304968.26853371","5492969.07997747","6066787.96102497","5293099.82226674","5127174.53325766","4525670.7209872","4150331.86616588","5064927.92631256","5721847.03006611","4659980.69699508","16","12","15","17","14","15"
"sp|P14618|KPYM_HUMAN;sp|P30613|KPYR_HUMAN","41","37","3297.07","0.405240948612833","1.05180923252154","DOC-ISD","RG","Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4","97577560.7432845","109985347.894558","106038580.482625","106092266.379944","104743105.681128","119013569.528341","97577560.7432845","91921970.3475946","82959082.3814065","97824996.8149782","98787699.8523301","104778098.903308","28","21","25","24","30","42"
"sp|P18206|VINC_HUMAN","40","40","2028.34","0.0122609523589857","1.37534626185691","DOC-ISD","RG","Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4","7819134.36320649","6986896.13283041","6746285.60699053","10484983.5724658","10387103.0199031","8769810.79428826","7819134.36320649","5839407.44324852","5277943.75303361","9667938.29164029","9796520.8191292","7720834.74522141","8","17","13","25","22","16"
"sp|P49792|RBP2_HUMAN;sp|P0DJD0|RGPD1_HUMAN","40","31","1648.43","0.594968973793346","1.05727319991144","DOC-ISD","RG","E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2","2212570.1908542","2453196.47725899","2570304.4522246","2946323.05879683","2428395.87891583","2275785.13047364","2212570.1908542","2050297.22736898","2010872.81465763","2716730.0094287","2290323.94685043","2003573.54567592","5","8","11","16","8","6"
"sp|P09874|PARP1_HUMAN;sp|P51511|MMP15_HUMAN","40","37","2502.7","0.00240723377711793","1.18033046328391","DOC-ISD","RG","Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4","36823610.1836845","35496980.3199528","35177149.4549848","42527844.4012947","43608663.8055655","40746349.0004735","36823610.1836845","29667155.0789476","27520776.1769057","39213850.2179365","41129194.73765","35872590.0117102","28","22","28","20","17","23"
"sp|P10809|CH60_HUMAN","40","37","3831.31","6.24667313009475E-06","1.51429974592427","DOC-ISD","RG","60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2","76670614.3567853","74336741.20914","75531268.4209856","114942613.743516","112181999.160137","115922767.841761","76670614.3567853","62128091.1682372","59091744.634731","105985678.382023","105803638.242346","102056994.695692","20","21","16","29","31","38"
"sp|P07900|HS90A_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FG0|HS905_HUMAN","40","24","2436.65","1.68312003244742E-05","1.45853237334658","DOC-ISD","RG","Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5","63979250.8157228","63200178.9501251","63735886.8086558","90662797.1776062","92344265.8028516","95449106.8111659","63979250.8157228","52820535.5224732","49863650.1954838","83597873.3206984","87093824.0172834","84032232.5708521","8","19","16","16","12","19"
"sp|Q7Z6Z7|HUWE1_HUMAN","39","36","1625.43","0.41226766843604","1.08556753706396","DOC-ISD","RG","E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3","2502938.86842475","2668292.93270281","2443964.20811059","3199934.99674775","2469510.01119561","2597364.56806462","2502938.86842475","2230067.44565419","1912030.76422809","2950579.16609992","2329100.44228592","2286688.17076206","9","13","10","14","16","15"
"sp|P12270|TPR_HUMAN","39","34","2105.51","0.0703526186864145","1.20360344424595","DOC-ISD","RG","Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3","4346554.46552879","4390891.22128443","4622966.50328655","5695115.37384581","4626314.36048189","5759208.39422193","4346554.46552879","3669755.83901745","3616769.07826461","5251321.91362744","4363274.80929518","5070337.01388859","14","12","17","12","13","17"
"sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FF8|H90B2_HUMAN","39","24","2576.09","0.000386023355784637","1.24250028232426","DOC-ISD","RG","Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4","67515450.3140685","64429587.5908386","64164098.8230583","82573596.0574411","79526954.9868065","81565106.7066165","67515450.3140685","53848032.9735435","50198661.0530211","76139025.4629109","75005270.3547236","71808927.7670952","11","15","9","6","13","14"
"sp|Q9BQG0|MBB1A_HUMAN","39","37","2049.91","0.151765376903135","1.18410691314687","DOC-ISD","RG","Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2","5921773.72328527","5532752.82603428","5791781.26887193","6558033.4723068","5885269.99650161","7978168.84497107","5921773.72328527","4624084.48898908","4531189.09393701","6046996.87763681","5550649.67936192","7023882.80276403","10","18","17","22","19","19"
"sp|P52272|HNRPM_HUMAN","38","34","2266.36","0.00367550082742141","1.36388028919018","DOC-ISD","RG","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3","28191185.3794047","26015809.1549463","25888837.7629082","38028708.0674497","33380274.3461316","37832144.5029326","28191185.3794047","21743118.3652053","20254083.1361268","35065310.3427271","31482363.4610656","33306959.8211537","16","21","15","11","16","24"
"sp|P50990|TCPQ_HUMAN","37","36","2114.52","0.201851353507968","1.06351565645639","RG","DOC-ISD","T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4","33910366.3679324","37378237.8789073","36750467.1202027","32103993.2317762","34433228.5370939","35049502.1417364","33910366.3679324","31239445.4327153","28751658.2691299","29602280.5696259","32475449.5634741","30857155.3350819","17","20","21","16","14","19"
"sp|P14625|ENPL_HUMAN;sp|Q58FF3|ENPLL_HUMAN","37","34","2227.31","0.0490541947547892","1.26918672691749","DOC-ISD","RG","Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1","32728886.277757","34212190.7495523","35563931.1898208","48362650.3367155","44754241.4510151","36981104.0840189","32728886.277757","28593372.1519119","27823374.1337799","44593977.2670129","42209637.9788571","32557714.1886008","18","16","17","24","19","23"
"sp|P34932|HSP74_HUMAN","36","34","2110.64","0.0581991816845661","1.08861469811901","DOC-ISD","RG","Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4","12013315.513282","13290697.9865473","12522865.3889823","13529778.6420871","13533003.1576201","14116114.5426209","12013315.513282","11107908.186002","9797239.99253337","12475466.8528764","12763553.6997112","12427655.5315396","11","19","19","14","14","14"
"sp|P11586|C1TC_HUMAN","36","33","1924.95","0.00051746806233699","1.30577503790497","DOC-ISD","RG","C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3","12169616.8058876","12333387.6096701","12081634.1755183","16473859.5345368","16150719.8950662","15146728.413399","12169616.8058876","10307821.1038471","9452043.58929592","15190129.4173985","15232434.2401117","13334995.4467398","13","14","10","14","17","22"
"sp|O75533|SF3B1_HUMAN","35","34","2059.06","0.00176066084105664","1.39093749982654","DOC-ISD","RG","Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3","7442238.18643765","6902093.31897145","6854881.69891053","10477691.9170147","9263526.83897939","9745561.85671194","7442238.18643765","5768532.16858549","5362903.69963877","9661214.84048202","8736828.09949352","8579874.1113106","13","10","17","19","16","24"
"sp|P55060|XPO2_HUMAN","35","35","2036.07","0.138327096920121","1.09283068328748","DOC-ISD","RG","Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3","37748619.0126424","36597581.0232338","38871537.9214024","44925199.7643842","39585427.6969798","39217190.4707517","37748619.0126424","30586999.286819","30411073.9886977","41424390.9930645","37334708.8042275","34526337.4431922","11","10","12","19","16","19"
"sp|Q86VP6|CAND1_HUMAN","35","33","1913.5","0.0139099776377403","1.19359381298512","RG","DOC-ISD","Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2","9698123.69005358","9260518.17685215","8954495.33818903","7347824.50021463","7729154.77232703","8308813.19842079","9698123.69005358","7739622.53655864","7005532.4492623","6775243.21854245","7289696.22196735","7314978.06950439","11","11","17","16","14","24"
"sp|P78371|TCPB_HUMAN","35","32","2700.64","9.75669918941158E-05","1.62070160966028","DOC-ISD","RG","T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4","26587096.533596","25418968.6341653","25827306.2536949","44421507.8690339","40755741.0665744","40967421.412432","26587096.533596","21244299.5888527","20205944.0765634","40959949.4297001","38438481.3641193","36067219.474021","20","19","17","16","20","18"
"sp|Q9NR30|DDX21_HUMAN","34","32","1868.19","0.671552990611873","1.03805637439282","RG","DOC-ISD","Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5","24295942.018206","19553167.8821626","21054460.9464591","22097250.1441435","19154412.1759105","21272466.858182","24295942.018206","16341865.099966","16471917.6002135","20375315.739124","18065344.8126905","18728021.0585834","16","13","15","15","15","17"
"sp|P22102|PUR2_HUMAN","34","34","2353.16","0.00644952106449492","1.27253416225216","DOC-ISD","RG","Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1","12060647.809781","12051755.7634558","11875700.8434768","15078125.4280756","16560375.0767931","14157591.8000972","12060647.809781","10072442.894729","9290932.03744235","13903158.2820082","15618797.5513027","12464171.6044826","15","21","20","25","19","24"
"sp|Q14839|CHD4_HUMAN;sp|Q12873|CHD3_HUMAN;sp|Q8TDI0|CHD5_HUMAN","34","32","1806.34","0.287166331656371","1.06520214458885","RG","DOC-ISD","Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=1 SV=2","4471761.94369312","4162179.42009401","4207018.92632994","3796121.87211697","3846935.36645256","4411894.35474844","4471761.94369312","3478606.38311606","3291353.28010853","3500308.01226539","3628209.16814671","3884178.12258543","12","14","13","10","9","17"
"sp|P38646|GRP75_HUMAN","34","31","2124.55","0.000434277656050308","1.35173636102283","DOC-ISD","RG","Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2","31041030.4403591","30455458.0840882","31562784.3906332","42611487.6480016","39804209.5782544","43375905.7034054","31041030.4403591","25453624.2192173","24693084.5219881","39290975.5412225","37541051.347538","38187619.7464166","14","15","18","11","14","21"
"sp|P27708|PYR1_HUMAN","34","33","1693","0.156674793860617","1.05409511605855","RG","DOC-ISD","CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3","4517896.86258558","4943793.36062861","4742315.15312237","4545844.58816869","4569820.00311625","4359405.31459593","4517896.86258558","4131852.42761616","3710141.26816733","4191608.375736","4309992.56620629","3837967.41012436","12","12","20","13","13","17"
"sp|P08107|HSP71_HUMAN;sp|P17066|HSP76_HUMAN;sp|P48741|HSP77_HUMAN","34","22","2702.74","0.00537278423081022","1.16878341148369","DOC-ISD","RG","Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5","115042136.344012","116647769.764045","116162167.821642","143039123.803396","130454471.902233","133070137.953602","115042136.344012","97490193.3632395","90879251.7408074","131892760.028075","123037188.279534","117153330.757458","13","11","12","14","22","22"
"sp|Q7KZF4|SND1_HUMAN","33","30","1649.97","0.214709399235501","1.04940854002633","RG","DOC-ISD","Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1","8679595.27724559","8861365.78809671","8868191.30289311","8373547.35639062","8870799.24586791","7921402.82796123","8679595.27724559","7406024.70061303","6938012.65088915","7721036.33393427","8366429.92063739","6973906.69190393","9","10","11","13","17","16"
"sp|P08670|VIME_CON-HUMAN;sp|O43790|KRT86_CON-HUMAN;sp|P14136|GFAP_HUMAN;sp|P41219|PERI_CON-HUMAN","33","28","2197.56","0.00228894031092808","1.24794592289851","DOC-ISD","RG","Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4","79851802.918819","77396533.4728141","80050412.5427582","103649780.733818","93444509.9599564","99041715.5478163","79851802.918819","64685360.287401","62627288.4696753","95572842.5467565","88131511.3080081","87195121.6012496","18","14","15","17","16","23"
"sp|P33176|KINH_HUMAN;sp|O60282|KIF5C_HUMAN","33","24","1744.34","0.00759378310658321","1.16978602212436","DOC-ISD","RG","Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1","3697709.80057499","3541506.24523571","3495770.50743558","4067007.0350765","4409743.86242257","4080886.32018135","3697709.80057499","2959869.09431311","2734909.42818079","3750084.37304969","4159017.916013","3592762.67541323","10","13","9","9","8","12"
"sp|P68104|EF1A1_HUMAN;REV_sp|Q9NPC3|CIP1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN","33","22","1921.62","0.20598673079719","1.10844488848456","DOC-ISD","RG","Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1","120719780.7679","119102739.068594","122158532.396442","143041701.818848","141248086.048955","116946259.208058","120719780.7679","99541972.2586726","95570496.1962281","131895137.150951","133217107.117288","102958064.044587","11","19","11","23","18","24"
"sp|P13010|XRCC5_HUMAN","33","31","1641.78","0.0189927069495284","1.06127432610216","RG","DOC-ISD","X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3","13008855.4598409","13310109.2261644","13278193.1724071","12530672.947341","12104180.2351091","12676101.096303","13008855.4598409","11124131.4323403","10388169.2517229","11554216.7491569","11415969.7313606","11159885.2100684","11","13","11","14","16","15"
"sp|Q14697|GANAB_HUMAN","32","32","1785.98","2.5857038211341E-05","1.42606668946327","DOC-ISD","RG","Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3","10674973.3187507","10341454.7705359","10919628.647436","15290074.7961482","15162379.7356348","15090492.1732662","10674973.3187507","8643032.15806101","8542950.76767311","14098591.436225","14300288.3925449","13285485.7449979","13","20","14","16","19","20"
"sp|Q9UQE7|SMC3_HUMAN","32","30","1477.66","0.786583738094034","1.02074413275316","DOC-ISD","RG","Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2","4711085.89977176","4402255.61173422","4368755.31189604","4564936.85154851","5050062.98065372","4146771.39749545","4711085.89977176","3679253.80562793","3417887.43468869","4209212.86914585","4762930.24465922","3650767.09603878","9","7","14","16","8","12"
"sp|P11388|TOP2A_HUMAN","32","22","1474.71","0.37880004019004","1.05050682174066","DOC-ISD","RG","DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3","3822558.66510858","3670007.9788245","3800401.33688419","4035229.85352558","3611089.55248517","4217020.49553659","3822558.66510858","3067266.42287262","2973236.77999105","3720783.43726918","3405772.90057443","3712613.54742742","5","9","7","8","9","15"
"sp|Q12906|ILF3_HUMAN","32","27","1799.64","0.086179351921725","1.06473509531244","DOC-ISD","RG","Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3","16632375.0240239","16747479.2370609","17307637.7274721","18744296.5217924","18010166.0767555","17214289.015037","16632375.0240239","13996967.0442097","13540597.5591701","17283641.9666683","16986157.4097063","15155250.6501216","10","13","15","12","15","17"
"sp|P12814|ACTN1_HUMAN;sp|Q08043|ACTN3_HUMAN","32","13","1963.58","0.768812926799691","1.03266578243288","DOC-ISD","RG","Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2","1634119.97191186","1793375.17776317","1872350.58786159","1891485.21577659","2023718.70963406","1557765.41991617","1634119.97191186","1498841.28266339","1464829.93225976","1744090.70069506","1908655.61196449","1371437.72666412","5","6","6","2","7","5"
"sp|P17844|DDX5_HUMAN","32","23","1563.94","0.00580667246831845","1.2528555647308","DOC-ISD","RG","Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1","11427283.1252194","10396677.317203","11025230.8426127","13708704.5108426","14473927.1473738","12972660.4401463","11427283.1252194","8689185.26294656","8625568.44483785","12640449.8732075","13650979.3310136","11420972.4489695","8","9","10","14","17","9"
